
"Data da Carga da Base";"Exercício Financeiro (Lan-Ef)";"Ação (código)";"Ação (nome)";"Plano Orçamentário (código)";"Plano Orçamentário (nome)";"Grupo de Despesa (código)";"Grupo de Despesa (nome)";"Resultado Lei (código)";"Resultado Lei (nome)";"Modalidade de Aplicação (código)";"Modalidade de Aplicação (nome)";"Fonte (código)";"Fonte (nome)";"Valor dotação inicial";"Valor dotação atualizada";"Valor Total Empenhado";"Valor Liquidado";"Valor Pago"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"20682365,00";"18182365,00";"15581270,14";"13274726,65";"13273552,06"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"1775000,00";"275000,00";"0,00";"0,00";"0,00"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"1124105,00";"652060,16";"0,00";"0,00"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2452312,24";"2452312,24";"1679909,88";"1614494,88";"1614494,88"
"04/06/22";"2015";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"46179,76";"46179,76";"4219,80";"4219,80";"4219,80"
"04/06/22";"2015";"4236";"APRECIACAO E JULGAMENTO DE CAUSAS";"0001";"JULGAMENTO DE PROCESSOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"532000,00";"532000,00";"532000,00";"0,00";"0,00"
"04/06/22";"2014";"007F";"CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"50000,00";"59000,00";"48128,00";"48128,00";"48128,00"
"04/06/22";"2014";"007G";"CONTRIBUICAO A UNIAO INTERPARLAMENTAR";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"264000,00";"639000,00";"599949,10";"46337,52";"46337,52"
"04/06/22";"2014";"00D2";"CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMEN";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2100,00";"2600,00";"2196,73";"2196,73";"2196,73"
"04/06/22";"2014";"00H7";"CONTRIBUICAO DA UNIAO PARA O CUSTEIO DO REGIME DE PREVIDENCI";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"15299297,00";"2612250,00";"0,00";"0,00";"0,00"
"04/06/22";"2014";"00M1";"BENEFICIOS ASSISTENCIAIS DECORRENTES DO AUXILIO-FUNERAL E NA";"0001";"AUXILIO-FUNERAL E NATALIDADE DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"2063947,00";"1896871,32";"1896871,32";"1896871,32"
"04/06/22";"2014";"00NW";"CONTRIBUICAO AO GRUPO INTERNACIONAL DE USUARIOS DE PONTOS DE";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"2000,00";"2000,00";"0,00";"0,00";"0,00"
"04/06/22";"2014";"00NX";"CONTRIBUICAO A FEDERACAO INTERNACIONAL DAS ASSOCIACOES E INS";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"1800,00";"2500,00";"2065,84";"2065,84";"2065,84"
"04/06/22";"2014";"0166";"CONTRIBUICAO A ASSOCIACAO INTERPARLAMENTAR DE TURISMO";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"6000,00";"10000,00";"0,00";"0,00";"0,00"
"04/06/22";"2014";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"737961601,00";"931889705,00";"924167781,28";"920267611,55";"920267611,55"
"04/06/22";"2014";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"56";"CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB";"231588804,00";"231588804,00";"230588804,00";"230588804,00";"230588804,00"
"04/06/22";"2014";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"69";"CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.";"236351531,00";"236351531,00";"236351531,00";"236351531,00";"236351531,00"
"04/06/22";"2014";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"2";"JUROS E ENCARGOS DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"44";"TITULOS DE RESPONSAB.DO TN-OUTRAS APLICACOES";"876000,00";"876000,00";"149800,30";"149800,30";"149800,30"
"04/06/22";"2014";"0284";"AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL";" -";" -";"6";"AMORTIZACAO/REFINANCIAMENTO DA DIVIDA";"0";"FINANCEIRO";"90";"APLICACOES DIRETAS";"43";"TITULOS DE RESP.DO TN-REFINANC.DIV.PUB.FED.";"1752000,00";"1752000,00";"637397,15";"637397,15";"637397,15"
"04/06/22";"2014";"0397";"APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"22594605,00";"22594605,00";"19609155,41";"18944862,83";"18944862,83"
"04/06/22";"2014";"09HB";"CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"217999455,00";"230686502,00";"208730226,67";"208730226,67";"208730226,67"
"04/06/22";"2014";"0C04";"PROVIMENTO DE CARGOS E FUNCOES E REESTRUTURACAO DE CARGOS, C";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"223777293,00";"47703582,00";"0,00";"0,00";"0,00"
"04/06/22";"2014";"0E58";"CONTRIBUICAO AO FORUM INTERPARLAMENTAR DAS AMERICAS - FIPA";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"40000,00";"44000,00";"40080,00";"40080,00";"40080,00"
"04/06/22";"2014";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"48";"OPERACOES DE CREDITO EXTERNAS-EM MOEDA";" -19447,94";"3380552,06";"0,00";"0,00";"0,00"
"04/06/22";"2014";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2876898,00";"2876898,00";"57057,08";"57057,08";"57057,08"
"04/06/22";"2014";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"48";"OPERACOES DE CREDITO EXTERNAS-EM MOEDA";"19447,94";"19447,94";"0,00";"0,00";"0,00"
"04/06/22";"2014";"1I29";"INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L";" -";" -";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"48";"OPERACOES DE CREDITO EXTERNAS-EM MOEDA";"0,00";"4087800,00";"3452792,48";"2540837,33";"2540837,33"
"04/06/22";"2014";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"105490357,22";"122594699,22";"122591461,02";"119470642,09";"119470642,09"
"04/06/22";"2014";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"7642,78";"7642,78";"7578,86";"2506,00";"2506,00"
"04/06/22";"2014";"2004";"ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR";"0001";"ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO";"4";"INVESTIMENTOS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"102000,00";"102000,00";"0,00";"0,00";"0,00"
"04/06/22";"2014";"2010";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS";"0001";"ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS E DE EMPREGADOS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"7211107,00";"7103606,97";"7103606,97";"7103606,97"
"04/06/22";"2014";"2011";"AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITA";"0001";"AUXILIO-TRANSPORTE - CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"204398,00";"176484,36";"176484,36";"176484,36"
"04/06/22";"2014";"2012";"AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT";"0001";"AUXILIO-ALIMENTACAO DE CIVIS";"3";"OUTRAS DESPESAS CORRENTES";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"0,00";"57925667,00";"57781589,73";"57781589,73";"57781589,73"
"04/06/22";"2014";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"1389551649,00";"1371697256,00";"1338423202,65";"1338423202,65";"1337331723,53"
"04/06/22";"2014";"20TP";"ATIVOS CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"63458574,00";"63458574,00";"58804153,98";"58804153,98";"58804153,98"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0001";"COMUNICACAO E DIVULGACAO INSTITUCIONAL (OUTRAS MIDIAS)";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"34145003,83";"34145003,83";"29302633,54";"25701269,66";"25590151,28"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0001";"COMUNICACAO E DIVULGACAO INSTITUCIONAL (OUTRAS MIDIAS)";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"133014,17";"133014,17";"133014,17";"99530,86";"99530,86"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0001";"COMUNICACAO E DIVULGACAO INSTITUCIONAL (OUTRAS MIDIAS)";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"111652,00";"111652,00";"5211,00";"5211,00";"5211,00"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0001";"COMUNICACAO E DIVULGACAO INSTITUCIONAL (OUTRAS MIDIAS)";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"915000,00";"875804,33";"0,00";"0,00"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"828390,45";"12253763,45";"10950725,75";"9236272,66";"9236272,66"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"438109,55";"438109,55";"438109,55";"370007,36";"370007,36"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"97300,00";"20151727,00";"3166726,92";"1068593,63";"1068593,63"
"04/06/22";"2014";"2549";"COMUNICACAO E DIVULGACAO INSTITUCIONAL";"0002";"RADIO E TV";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"9693668,00";"5897641,71";"0,00";"0,00"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"12656,26";"12656,26";"7315,20";"7315,20";"7315,20"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"3674733,00";"3674733,00";"0,00";"0,00";"0,00"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"263105926,15";"248886630,15";"197805717,33";"164496808,61";"164270183,50"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"576961,59";"576961,59";"576951,28";"470963,32";"470963,32"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"13733750,00";"3125725,00";"2061366,56";"1263754,57";"1263754,57"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0001";"ADMINISTRACAO LEGISLATIVA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"4509200,00";"15743512,00";"15344417,60";"0,00";"0,00"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"40649826,16";"27913208,16";"17247455,97";"13604693,21";"13604693,21"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"72,84";"72,84";"72,84";"72,84";"72,84"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"25712434,00";"7525427,00";"6650087,87";"5765078,45";"5765078,45"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0004";"GESTAO DO SISTEMA DE INFORMATICA";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"50";"REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO";"0,00";"26921755,00";"26899303,62";"6647387,00";"6647387,00"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0005";"REDE DE INTEGRACAO E PARTICIPACAO LEGISLATIVA - INTERLEGIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"2680000,00";"2680000,00";"1333246,51";"1324583,81";"1324583,81"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"24351200,00";"21351200,00";"17484195,91";"15704389,45";"15704389,45"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"0006";"PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS";"4";"INVESTIMENTOS";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"4865000,00";"456345,00";"205,00";"205,00";"205,00"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"8501740,00";"2501740,00";"876059,57";"839186,85";"839186,85"
"04/06/22";"2014";"4061";"PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA";"000C";"DISSEMINACAO DE CONHECIMENTOS LEGISLATIVOS E GERENCIAIS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"18260,00";"18260,00";"1760,00";"0,00";"0,00"
"04/06/22";"2014";"4236";"APRECIACAO E JULGAMENTO DE CAUSAS";"0001";"JULGAMENTO DE PROCESSOS";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"659971,34";"659971,34";"688821,92";"42821,92";"42821,92"
"04/06/22";"2013";"007F";"CONTRIBUICAO AO PARLAMENTO LATINO-AMERICANO";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"50000,00";"50000,00";"45812,00";"0,00";"0,00"
"04/06/22";"2013";"007G";"CONTRIBUICAO A UNIAO INTERPARLAMENTAR";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"230000,00";"230000,00";"226074,80";"226074,80";"226074,80"
"04/06/22";"2013";"00D2";"CONTRIBUICAO A ASSOCIACAO DOS SECRETARIOS-GERAIS DO PARLAMEN";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"5000,00";"5000,00";"1624,73";"1624,73";"1624,73"
"04/06/22";"2013";"00H7";"CONTRIBUICAO DA UNIAO PARA O CUSTEIO DO REGIME DE PREVIDENCI";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"0";"FINANCEIRO";"91";"APLICACOES DIRETAS - OPERACOES INTERNAS";"00";"RECURSOS ORDINARIOS";"1120032,00";"1120032,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"00MW";"CONTRIBUICAO AO GRUPO BRASILEIRO DO PARLAMENTO LATINO-AMERIC";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"365000,00";"365000,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"00MX";"CONTRIBUICAO AO GRUPO BRASILEIRO DA UNIAO INTERPARLAMENTAR";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"435000,00";"435000,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"00MY";"CONTRIBUICAO AO GRUPO BRASILEIRO DA ASSOCIACAO INTERPARLAMEN";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"50";"TRANSFERENCIA INSTITUICOES PRIVADAS SEM FINS LUCRATIVOS";"00";"RECURSOS ORDINARIOS";"177000,00";"177000,00";"0,00";"0,00";"0,00"
"04/06/22";"2013";"0166";"CONTRIBUICAO A ASSOCIACAO INTERPARLAMENTAR DE TURISMO";" -";" -";"3";"OUTRAS DESPESAS CORRENTES";"2";"PRIMARIO DISCRICIONARIO";"80";"TRANSFERENCIAS AO EXTERIOR";"00";"RECURSOS ORDINARIOS";"15000,00";"15000,00";"6277,92";"6277,92";"6277,92"
"04/06/22";"2013";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"00";"RECURSOS ORDINARIOS";"716896168,00";"857096168,00";"843455132,55";"843052867,83";"836724038,26"
"04/06/22";"2013";"0181";"APOSENTADORIAS E PENSOES CIVIS DA UNIAO";" -";" -";"1";"PESSOAL E ENCARGOS SOCIAIS";"1";"PRIMARIO OBRIGATORIO";"90";"APLICACOES DIRETAS";"56";"CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB";"217392399,00";"217392399,00";"212597932,29";"212597932,29";"212597932,29"
